seller_id,seller_name,city,rating,total_products,fulfilment_type,join_date
SELL00786,Balasubramanian and Sons,Pune,3.6,108,Seller Fulfilled,2020-07-06
SELL00787,"Pandit, Atwal and Morar",Ahmedabad,3.0,327,Seller Fulfilled,2023-02-01
SELL00788,Krishnamurthy Inc,Surat,5.0,354,Platform Fulfilled,2022-07-23
SELL00789,Soman Ltd,Hyderabad,3.5,457,Platform Fulfilled,2023-01-25
SELL00790,Khanna-Radhakrishnan,Delhi,2.4,147,Seller Fulfilled,2019-07-23
SELL00791,Mahal-Kala,Chennai,4.5,455,Platform Fulfilled,2022-08-29
SELL00792,Mani-Tandon,Hyderabad,3.4,438,Platform Fulfilled,2023-09-19
SELL00793,"Karan, Dave and Kara",Delhi,3.8,30,Seller Fulfilled,2019-11-21
SELL00794,"Wadhwa, Suresh and Karpe",Delhi,3.3,50,Seller Fulfilled,2022-01-13
SELL00795,"Singh, Mutti and Singhal",Delhi,2.4,27,Platform Fulfilled,2021-06-12
SELL00796,"Bhavsar, Mall and Gaba",Hyderabad,3.6,147,Platform Fulfilled,2020-04-10
SELL00797,Mallick PLC,Pune,4.4,65,Seller Fulfilled,2022-09-21
SELL00798,Anand-Yohannan,Ahmedabad,3.9,276,Platform Fulfilled,2022-12-24
SELL00799,Rana Ltd,Surat,4.7,13,Seller Fulfilled,2023-05-06
SELL00800,Shukla Ltd,Ahmedabad,3.3,61,Platform Fulfilled,2023-06-09
SELL00801,Raval-Basak,Kolkata,4.5,74,Platform Fulfilled,2022-01-11
SELL00802,"Garg, Chaudhuri and Dass",Ahmedabad,2.7,463,Seller Fulfilled,2022-01-09
SELL00803,Doshi Inc,Surat,2.5,145,Seller Fulfilled,2019-03-09
SELL00804,Rastogi-Parmar,Surat,5.0,68,Seller Fulfilled,2021-12-27
SELL00805,"Gulati, Pau and Bobal",Delhi,4.2,73,Platform Fulfilled,2020-12-27
SELL00806,Zachariah Ltd,Pune,2.5,109,Seller Fulfilled,2022-10-03
SELL00807,Chokshi-Shetty,Pune,4.1,348,Platform Fulfilled,2019-12-09
SELL00808,"Lall, Zachariah and Ramesh",Bangalore,3.9,66,Platform Fulfilled,2020-09-30
SELL00809,Chaudry-Dani,Hyderabad,3.7,37,Seller Fulfilled,2019-08-11
SELL00810,"Kurian, Bumb and Keer",Delhi,3.4,194,Seller Fulfilled,2022-05-27
SELL00811,Oza-Padmanabhan,Ahmedabad,5.0,446,Seller Fulfilled,2019-10-12
SELL00812,Tailor-Shah,Ahmedabad,3.0,210,Seller Fulfilled,2023-10-05
SELL00813,"Parsa, Badami and Chauhan",Kolkata,3.4,177,Seller Fulfilled,2020-07-24
SELL00814,Lata Inc,Pune,3.9,497,Seller Fulfilled,2019-01-19
SELL00815,Kanda LLC,Chennai,4.7,325,Platform Fulfilled,2022-12-13
SELL00816,Choudhary Inc,Pune,4.8,417,Seller Fulfilled,2019-10-18
SELL00817,Dutt-Bora,Pune,4.6,395,Seller Fulfilled,2019-10-09
SELL00818,Kapadia and Sons,Chennai,3.5,385,Platform Fulfilled,2022-04-04
SELL00819,"Balan, Rama and Bhalla",Hyderabad,4.0,211,Seller Fulfilled,2022-10-20
SELL00820,Singh LLC,Pune,3.4,154,Seller Fulfilled,2021-04-08
SELL00821,"Bhatti, Barad and Naidu",Kolkata,4.6,61,Platform Fulfilled,2023-10-20
SELL00822,Golla and Sons,Surat,3.1,389,Seller Fulfilled,2023-05-23
SELL00823,Sami Inc,Chennai,4.2,469,Seller Fulfilled,2020-01-30
SELL00824,Mallick and Sons,Hyderabad,3.1,213,Seller Fulfilled,2022-02-06
SELL00825,"Varughese, Bhavsar and Nazareth",Ahmedabad,3.4,18,Seller Fulfilled,2021-12-17
SELL00826,Salvi-Tripathi,Surat,3.9,406,Seller Fulfilled,2021-12-21
SELL00827,Shere LLC,Hyderabad,4.5,365,Seller Fulfilled,2021-07-08
SELL00828,Grover and Sons,Chennai,2.8,156,Platform Fulfilled,2019-11-01
SELL00829,"Koshy, Tak and Dutt",Kolkata,4.4,185,Platform Fulfilled,2022-11-22
SELL00830,Handa-Raja,Delhi,3.7,85,Platform Fulfilled,2020-12-23
SELL00831,Seshadri-Loyal,Chennai,3.6,216,Platform Fulfilled,2020-02-15
SELL00832,"Dugar, Zacharia and Bhatnagar",Kolkata,3.5,185,Seller Fulfilled,2019-06-17
SELL00833,Andra PLC,Ahmedabad,3.2,217,Platform Fulfilled,2020-04-10
SELL00834,"Kunda, Bahri and Pandit",Delhi,4.9,302,Seller Fulfilled,2022-08-22
SELL00835,"Nagar, Kala and Ahluwalia",Kolkata,3.8,440,Seller Fulfilled,2022-11-12
SELL00836,"Bhakta, Patla and Toor",Bangalore,3.3,362,Seller Fulfilled,2021-08-03
SELL00837,"Krishna, Kade and Dave",Mumbai,4.2,326,Platform Fulfilled,2020-01-17
SELL00838,"Sarraf, Pathak and Lata",Surat,5.0,55,Seller Fulfilled,2023-03-07
SELL00839,"Warrior, Rama and Sridhar",Surat,4.2,143,Platform Fulfilled,2023-01-15
SELL00840,Doshi-Srivastava,Surat,4.4,433,Seller Fulfilled,2022-02-22
SELL00841,Atwal Group,Kolkata,4.1,238,Platform Fulfilled,2020-01-28
SELL00842,Kapoor Group,Hyderabad,2.8,110,Platform Fulfilled,2019-12-14
SELL00843,Srivastava-Badami,Delhi,2.5,29,Platform Fulfilled,2022-04-05
SELL00844,"Prakash, Dhar and Chada",Bangalore,3.8,414,Seller Fulfilled,2023-03-28
SELL00845,Ravel Inc,Hyderabad,3.9,107,Platform Fulfilled,2021-04-01
SELL00846,Doctor and Sons,Bangalore,4.5,487,Platform Fulfilled,2023-07-04
SELL00847,"Seshadri, Narula and Dutta",Ahmedabad,4.2,200,Platform Fulfilled,2019-09-04
SELL00848,Grewal Group,Ahmedabad,4.8,283,Seller Fulfilled,2023-03-22
SELL00849,Andra-Mohanty,Chennai,3.2,193,Seller Fulfilled,2021-11-05
SELL00850,Pingle Group,Chennai,3.9,383,Seller Fulfilled,2020-08-24
SELL00851,Sandal and Sons,Bangalore,5.0,485,Seller Fulfilled,2019-10-01
SELL00852,Swamy-Bakshi,Pune,4.1,195,Platform Fulfilled,2023-04-25
SELL00853,Padmanabhan PLC,Surat,5.0,369,Platform Fulfilled,2021-11-12
SELL00854,"Ramachandran, Yadav and Pau",Kolkata,4.6,440,Seller Fulfilled,2022-07-17
SELL00855,Aurora-Khalsa,Ahmedabad,3.4,316,Seller Fulfilled,2023-01-18
SELL00856,Narain-Gandhi,Surat,3.8,35,Seller Fulfilled,2019-03-13
SELL00857,Iyer LLC,Bangalore,4.2,205,Seller Fulfilled,2021-01-03
SELL00858,Mutti-Dhawan,Delhi,2.5,99,Seller Fulfilled,2021-09-25
SELL00859,"Baria, Lad and Kari",Chennai,2.8,107,Seller Fulfilled,2019-02-21
SELL00860,Konda Inc,Pune,4.0,269,Platform Fulfilled,2021-03-31
SELL00861,Kade-Sachar,Kolkata,4.7,413,Platform Fulfilled,2019-12-31
SELL00862,"Kalita, Basak and Kalita",Pune,4.3,473,Platform Fulfilled,2023-04-25
SELL00863,Master-Gokhale,Bangalore,2.9,334,Seller Fulfilled,2020-09-04
SELL00864,"Dora, Sandal and Hayer",Surat,3.1,260,Seller Fulfilled,2023-09-01
SELL00865,"Kakar, Purohit and Mangat",Kolkata,4.7,277,Platform Fulfilled,2020-08-07
SELL00866,"Goda, Gopal and Hayre",Surat,4.6,311,Platform Fulfilled,2020-01-16
SELL00867,Sankar Inc,Bangalore,3.4,303,Platform Fulfilled,2020-10-07
SELL00868,"Bansal, Wali and Iyer",Bangalore,3.4,22,Platform Fulfilled,2021-04-15
SELL00869,"Pillay, Vora and Andra",Hyderabad,4.3,476,Seller Fulfilled,2019-11-29
SELL00870,"Radhakrishnan, Tank and Bassi",Mumbai,3.0,298,Platform Fulfilled,2023-07-03
SELL00871,Lanka-More,Hyderabad,4.2,208,Platform Fulfilled,2023-11-19
SELL00872,Bhavsar-Agate,Bangalore,3.4,463,Seller Fulfilled,2023-06-03
SELL00873,Naidu-Shukla,Ahmedabad,2.7,267,Seller Fulfilled,2021-04-14
SELL00874,"Thaker, Vaidya and Kulkarni",Surat,4.5,146,Platform Fulfilled,2019-12-07
SELL00875,Varughese-Dyal,Mumbai,4.2,40,Seller Fulfilled,2022-10-27
SELL00876,Yadav Ltd,Delhi,3.7,471,Seller Fulfilled,2020-02-13
SELL00877,Aurora Group,Kolkata,4.9,370,Seller Fulfilled,2022-05-26
SELL00878,"Purohit, Mann and Thakur",Pune,5.0,484,Seller Fulfilled,2023-07-07
SELL00879,Narang-Wali,Delhi,3.3,203,Platform Fulfilled,2022-01-13
SELL00880,Nagar and Sons,Chennai,2.8,479,Seller Fulfilled,2021-07-19
SELL00881,"Char, Prashad and Rama",Bangalore,3.9,41,Seller Fulfilled,2023-03-15
SELL00882,Bava Group,Mumbai,4.6,91,Platform Fulfilled,2019-04-03
SELL00883,Arora Group,Pune,3.2,314,Seller Fulfilled,2022-04-05
SELL00884,Singhal and Sons,Ahmedabad,4.9,176,Seller Fulfilled,2023-05-20
SELL00885,"Shere, Bath and More",Hyderabad,3.6,103,Seller Fulfilled,2022-07-24
SELL00886,Kurian-Narayanan,Delhi,4.4,244,Platform Fulfilled,2021-01-20
SELL00887,Saini-Kar,Delhi,4.4,42,Seller Fulfilled,2022-12-20
SELL00888,Gaba Group,Chennai,3.0,191,Seller Fulfilled,2020-05-25
SELL00889,Mammen Inc,Surat,3.4,29,Seller Fulfilled,2022-03-09
SELL00890,"Cheema, Mistry and Kurian",Surat,4.3,201,Seller Fulfilled,2023-01-16
SELL00891,Oza PLC,Delhi,2.8,341,Seller Fulfilled,2022-11-27
SELL00892,Ram-Bhatnagar,Hyderabad,3.7,257,Platform Fulfilled,2021-12-24
SELL00893,Kumer-Sarraf,Hyderabad,4.6,284,Seller Fulfilled,2020-02-07
SELL00894,"Mistry, Babu and Shere",Ahmedabad,2.4,371,Seller Fulfilled,2019-03-02
SELL00895,Boase LLC,Kolkata,3.6,29,Seller Fulfilled,2023-06-09
SELL00896,"Mistry, Chana and Raghavan",Hyderabad,4.5,17,Seller Fulfilled,2023-05-18
SELL00897,Bhakta-Halder,Bangalore,3.2,361,Platform Fulfilled,2019-08-20
SELL00898,"Sura, Basu and Jain",Mumbai,3.7,100,Seller Fulfilled,2021-12-23
SELL00899,Subramanian Group,Pune,5.0,74,Seller Fulfilled,2021-12-09
SELL00900,"Chopra, Sahota and Korpal",Chennai,3.5,303,Platform Fulfilled,2021-01-19
SELL00901,"Naidu, Patel and Singhal",Kolkata,4.5,472,Platform Fulfilled,2022-10-11
SELL00902,Randhawa Inc,Mumbai,3.9,450,Platform Fulfilled,2023-07-07
SELL00903,Patla Group,Surat,4.8,91,Seller Fulfilled,2022-05-14
SELL00904,"Varughese, Bhagat and Chakraborty",Ahmedabad,5.0,206,Seller Fulfilled,2022-01-26
SELL00905,Kulkarni Ltd,Pune,4.6,269,Seller Fulfilled,2022-10-24
SELL00906,Bumb Ltd,Kolkata,4.2,231,Platform Fulfilled,2023-04-16
SELL00907,"More, Ravel and Ramanathan",Ahmedabad,4.7,486,Seller Fulfilled,2019-02-03
SELL00908,Parikh-Radhakrishnan,Chennai,4.3,285,Seller Fulfilled,2019-08-09
SELL00909,Sawhney Ltd,Ahmedabad,3.9,149,Platform Fulfilled,2023-08-02
SELL00910,Solanki LLC,Ahmedabad,5.0,349,Seller Fulfilled,2021-01-21
SELL00911,Prasad-Kala,Surat,3.2,168,Seller Fulfilled,2022-09-09
SELL00912,Chahal-Sridhar,Pune,3.4,464,Platform Fulfilled,2023-04-06
SELL00913,Sampath-Rana,Ahmedabad,4.9,376,Seller Fulfilled,2019-02-28
SELL00914,Parsa-Sama,Ahmedabad,4.0,119,Platform Fulfilled,2021-02-20
SELL00915,Ramakrishnan-Tandon,Kolkata,2.9,261,Seller Fulfilled,2023-03-13
SELL00916,Bandi-Korpal,Ahmedabad,3.3,350,Platform Fulfilled,2020-04-27
SELL00917,"Setty, Krishnan and Ahuja",Chennai,3.3,90,Seller Fulfilled,2021-05-17
SELL00918,Khosla-Gour,Surat,3.8,490,Platform Fulfilled,2020-03-09
SELL00919,"Virk, Suresh and Trivedi",Ahmedabad,4.0,254,Seller Fulfilled,2022-12-23
SELL00920,"Varughese, Sawhney and Nagi",Surat,4.3,48,Seller Fulfilled,2022-10-08
SELL00921,Hayer-Gade,Kolkata,4.8,256,Platform Fulfilled,2022-01-15
SELL00922,"Verma, Sur and Dewan",Kolkata,1.5,208,Seller Fulfilled,2023-07-25
SELL00923,"Bhavsar, Munshi and Srivastava",Bangalore,4.1,302,Platform Fulfilled,2020-02-13
SELL00924,"Bir, Palan and Baral",Bangalore,3.8,440,Seller Fulfilled,2023-04-08
SELL00925,Warrior-Bhavsar,Ahmedabad,3.5,103,Seller Fulfilled,2019-03-04
SELL00926,"Dhingra, Dada and Bath",Delhi,3.6,177,Seller Fulfilled,2022-06-19
SELL00927,"Kaul, Walla and Sharaf",Kolkata,4.9,481,Platform Fulfilled,2019-04-30
SELL00928,"Khanna, Seth and Anne",Hyderabad,4.7,401,Seller Fulfilled,2022-12-18
SELL00929,Varma-Chaudhuri,Kolkata,4.7,6,Platform Fulfilled,2020-11-02
SELL00930,Sinha-Nazareth,Pune,4.2,282,Platform Fulfilled,2019-11-18
SELL00931,Naidu Ltd,Chennai,4.7,260,Seller Fulfilled,2019-01-20
SELL00932,Sengupta-Divan,Hyderabad,3.7,379,Seller Fulfilled,2019-07-24
SELL00933,Keer Group,Chennai,4.0,67,Seller Fulfilled,2021-01-05
SELL00934,Aurora-Dhar,Bangalore,3.2,329,Seller Fulfilled,2019-11-02
SELL00935,"Sengupta, Saran and Srivastava",Mumbai,4.0,134,Platform Fulfilled,2023-04-01
SELL00936,Cheema-Chopra,Chennai,5.0,455,Seller Fulfilled,2020-11-03
SELL00937,Kumar-Singh,Bangalore,4.5,161,Seller Fulfilled,2021-11-04
SELL00938,Devan-Desai,Ahmedabad,5.0,469,Seller Fulfilled,2019-05-30
SELL00939,Bhasin LLC,Pune,4.8,209,Platform Fulfilled,2022-10-17
SELL00940,"Gupta, Majumdar and Parmer",Delhi,3.5,283,Seller Fulfilled,2022-01-05
SELL00941,Sane-Sanghvi,Pune,4.3,326,Platform Fulfilled,2019-03-05
SELL00942,Bhasin Inc,Ahmedabad,3.1,285,Platform Fulfilled,2019-10-08
SELL00943,Dugar-Chakrabarti,Delhi,3.5,418,Platform Fulfilled,2019-04-17
SELL00944,Walla PLC,Mumbai,3.9,459,Seller Fulfilled,2021-01-01
SELL00945,"Panchal, Om and Lalla",Delhi,4.1,85,Seller Fulfilled,2023-03-22
SELL00946,Trivedi-Kurian,Chennai,4.7,393,Platform Fulfilled,2019-12-28
SELL00947,"Mittal, Shere and Ghose",Pune,4.0,426,Seller Fulfilled,2022-01-29
SELL00948,Sankar and Sons,Delhi,4.2,221,Seller Fulfilled,2021-07-31
SELL00949,Desai-Aurora,Bangalore,3.9,6,Seller Fulfilled,2020-06-04
SELL00950,Sami PLC,Delhi,3.7,207,Seller Fulfilled,2022-05-26
SELL00951,Bhagat-Rajagopal,Delhi,2.8,196,Seller Fulfilled,2020-04-20
SELL00952,"Sangha, Modi and Mukhopadhyay",Delhi,3.8,441,Seller Fulfilled,2020-11-16
SELL00953,Thakkar-Narain,Chennai,3.1,199,Seller Fulfilled,2023-07-26
SELL00954,"Sastry, Mandal and Maharaj",Surat,3.4,145,Seller Fulfilled,2023-05-23
SELL00955,"Mahajan, Nair and Banik",Delhi,4.8,313,Platform Fulfilled,2019-01-22
SELL00956,Lala Group,Mumbai,4.6,176,Seller Fulfilled,2022-01-09
SELL00957,Radhakrishnan Group,Delhi,3.3,152,Seller Fulfilled,2022-09-15
SELL00958,"Suri, Chanda and Mohan",Ahmedabad,4.5,365,Platform Fulfilled,2023-09-26
SELL00959,Manda Inc,Chennai,3.7,92,Seller Fulfilled,2022-06-12
SELL00960,"Pillai, Ahuja and Venkataraman",Bangalore,2.5,198,Seller Fulfilled,2019-03-24
SELL00961,Saha Ltd,Pune,3.2,127,Platform Fulfilled,2022-03-08
SELL00962,"Gandhi, Basak and Pandya",Surat,4.7,479,Seller Fulfilled,2019-01-07
SELL00963,Chakraborty PLC,Pune,3.2,286,Seller Fulfilled,2023-03-26
SELL00964,"Lall, Gola and Gera",Delhi,5.0,359,Platform Fulfilled,2022-07-16
SELL00965,Nigam-Bedi,Ahmedabad,3.6,395,Seller Fulfilled,2019-05-01
SELL00966,"Goswami, Lad and Yogi",Hyderabad,4.8,28,Platform Fulfilled,2022-01-26
SELL00967,"Mukherjee, Roy and Gour",Pune,4.6,113,Seller Fulfilled,2019-11-04
SELL00968,Choudhary and Sons,Chennai,3.6,177,Platform Fulfilled,2021-06-03
SELL00969,Manda-Halder,Pune,4.2,275,Platform Fulfilled,2020-04-05
SELL00970,Soman-Bora,Mumbai,3.9,339,Platform Fulfilled,2021-08-04
SELL00971,"Batra, Patil and Batra",Pune,4.5,382,Seller Fulfilled,2020-05-04
SELL00972,Gara Group,Bangalore,2.8,496,Seller Fulfilled,2023-10-12
SELL00973,"Varty, Patil and Kaur",Bangalore,3.9,156,Platform Fulfilled,2023-01-08
SELL00974,Handa PLC,Chennai,4.5,303,Seller Fulfilled,2022-12-23
SELL00975,Tata LLC,Hyderabad,3.3,5,Seller Fulfilled,2021-03-11
SELL00976,Solanki-Narula,Kolkata,2.8,21,Seller Fulfilled,2022-12-01
SELL00977,"Natarajan, Biswas and Narayanan",Bangalore,2.8,53,Platform Fulfilled,2023-10-16
SELL00978,Goda-Rai,Surat,4.2,27,Platform Fulfilled,2021-03-25
SELL00979,Rana-Dewan,Hyderabad,5.0,104,Seller Fulfilled,2019-08-02
SELL00980,Chowdhury and Sons,Delhi,3.8,112,Seller Fulfilled,2022-08-23
SELL00981,"Behl, Magar and Vig",Mumbai,3.7,245,Seller Fulfilled,2019-06-17
SELL00982,"Dasgupta, Dixit and Kumer",Mumbai,1.9,343,Seller Fulfilled,2023-08-01
SELL00983,Dass-Morar,Delhi,4.1,25,Seller Fulfilled,2023-11-02
SELL00984,Pandya-Din,Surat,3.8,375,Platform Fulfilled,2022-07-31
SELL00985,Raj-Sankaran,Surat,4.6,34,Seller Fulfilled,2022-07-15
SELL00986,Lalla-Sinha,Bangalore,4.5,299,Seller Fulfilled,2020-12-26
SELL00987,"Kulkarni, Saini and Buch",Ahmedabad,3.1,275,Platform Fulfilled,2020-10-17
SELL00988,Guha LLC,Bangalore,3.7,291,Platform Fulfilled,2019-09-14
SELL00989,Baria-Basak,Hyderabad,5.0,13,Seller Fulfilled,2022-09-08
SELL00990,"Kale, Doshi and Karnik",Surat,4.3,496,Seller Fulfilled,2021-01-24
SELL00991,Prabhakar and Sons,Hyderabad,4.4,150,Seller Fulfilled,2020-08-14
SELL00992,Kumer-Narula,Chennai,3.6,217,Seller Fulfilled,2021-06-24
SELL00993,Sha-Soni,Kolkata,3.7,451,Seller Fulfilled,2023-02-02
SELL00994,Bir-Kadakia,Kolkata,3.8,32,Seller Fulfilled,2021-07-25
SELL00995,"Bedi, Bhardwaj and Golla",Pune,4.2,55,Seller Fulfilled,2021-12-04
SELL00996,Krishna-Datta,Ahmedabad,5.0,438,Seller Fulfilled,2022-10-25
SELL00997,Chandran-Radhakrishnan,Mumbai,3.4,325,Platform Fulfilled,2022-03-22
SELL00998,Char-Singh,Surat,3.9,82,Platform Fulfilled,2020-07-30
SELL00999,Shere PLC,Hyderabad,4.3,389,Platform Fulfilled,2019-10-19
SELL01000,Bhakta-Minhas,Mumbai,3.5,11,Seller Fulfilled,2019-01-09
SELL01001,"Dubey, Mistry and Dube",Ahmedabad,4.4,341,Platform Fulfilled,2020-04-27
SELL01002,"Prasad, Chaudhary and Reddy",Surat,4.6,142,Seller Fulfilled,2023-07-17
SELL01003,Grover LLC,Delhi,4.1,372,Seller Fulfilled,2021-01-19
SELL01004,"Mani, Raman and Bhatt",Bangalore,3.0,115,Platform Fulfilled,2019-07-25
SELL01005,Nazareth Inc,Mumbai,4.4,465,Platform Fulfilled,2019-08-14
SELL01006,Ramesh-Parekh,Bangalore,4.2,150,Seller Fulfilled,2023-04-10
SELL01007,"Puri, Lalla and Chandra",Surat,3.4,392,Seller Fulfilled,2023-06-22
SELL01008,Brahmbhatt PLC,Ahmedabad,4.4,162,Seller Fulfilled,2020-06-25
SELL01009,Bhat Ltd,Delhi,4.5,150,Seller Fulfilled,2023-05-17
SELL01010,"Mukhopadhyay, Gour and Krish",Mumbai,3.9,20,Seller Fulfilled,2021-04-17
SELL01011,"Patla, Vaidya and Radhakrishnan",Chennai,4.5,315,Seller Fulfilled,2019-05-11
SELL01012,Vora-Bhat,Ahmedabad,4.5,437,Seller Fulfilled,2023-04-26
SELL01013,"Madan, Gill and Bala",Chennai,4.3,234,Seller Fulfilled,2021-12-28
SELL01014,Luthra-Gade,Bangalore,3.2,377,Seller Fulfilled,2023-02-24
SELL01015,Jha LLC,Hyderabad,3.7,460,Platform Fulfilled,2023-04-30
SELL01016,"Radhakrishnan, Manne and Pandey",Delhi,5.0,256,Seller Fulfilled,2022-05-28
SELL01017,Misra Group,Mumbai,3.1,49,Platform Fulfilled,2022-02-09
SELL01018,Prabhu-Virk,Kolkata,3.3,270,Seller Fulfilled,2022-09-24
SELL01019,Edwin-Gera,Chennai,3.6,383,Seller Fulfilled,2022-06-06
SELL01020,Tiwari PLC,Kolkata,3.2,144,Seller Fulfilled,2022-06-06
SELL01021,"Sama, Sheth and Sarin",Hyderabad,4.2,323,Platform Fulfilled,2023-08-23
SELL01022,Shukla-Golla,Surat,4.4,295,Seller Fulfilled,2021-04-14
SELL01023,Khosla PLC,Hyderabad,3.9,287,Seller Fulfilled,2023-02-19
SELL01024,Nadig-Pingle,Surat,3.8,132,Seller Fulfilled,2023-07-08
SELL01025,Sundaram-Dalal,Pune,4.3,260,Seller Fulfilled,2022-10-24
SELL01026,"Arya, Goyal and Shroff",Kolkata,3.8,450,Seller Fulfilled,2019-04-03
SELL01027,Sha-Patel,Bangalore,2.3,66,Platform Fulfilled,2020-09-22
SELL01028,Amble and Sons,Hyderabad,2.7,135,Seller Fulfilled,2019-03-07
SELL01029,Divan-Doshi,Surat,4.0,287,Platform Fulfilled,2020-08-29
SELL01030,Barman Group,Bangalore,4.2,182,Platform Fulfilled,2019-10-14
SELL01031,Bhargava-Bassi,Hyderabad,3.1,71,Seller Fulfilled,2022-01-28
SELL01032,"Bajaj, Kanda and Sarin",Surat,3.1,229,Platform Fulfilled,2022-05-07
SELL01033,Natarajan LLC,Mumbai,4.3,213,Seller Fulfilled,2022-03-17
SELL01034,De-Ahluwalia,Mumbai,3.0,227,Seller Fulfilled,2023-10-03
SELL01035,"Misra, Sani and Lala",Surat,3.8,183,Seller Fulfilled,2022-10-23
SELL01036,Nagarajan and Sons,Hyderabad,3.6,420,Seller Fulfilled,2019-10-03
SELL01037,Bath-Luthra,Chennai,4.2,405,Seller Fulfilled,2020-01-05
SELL01038,"Venkatesh, Dara and Sachdeva",Delhi,2.4,142,Seller Fulfilled,2023-02-25
SELL01039,Tailor-Singh,Delhi,4.4,211,Platform Fulfilled,2023-02-11
SELL01040,Khatri and Sons,Mumbai,4.6,497,Platform Fulfilled,2022-07-30
SELL01041,Muni-Sangha,Ahmedabad,3.6,10,Seller Fulfilled,2019-08-11
SELL01042,Shankar-Kuruvilla,Mumbai,4.2,460,Platform Fulfilled,2019-12-01
SELL01043,"Tak, Sankaran and Dey",Mumbai,3.4,128,Seller Fulfilled,2022-09-19
SELL01044,Muni and Sons,Mumbai,4.2,290,Seller Fulfilled,2019-05-26
SELL01045,"Bhatnagar, Sheth and Parmar",Hyderabad,3.0,336,Seller Fulfilled,2019-08-06
SELL01046,Natt and Sons,Bangalore,3.2,355,Seller Fulfilled,2023-10-13
SELL01047,Wadhwa-Karan,Kolkata,3.2,366,Platform Fulfilled,2021-11-13
SELL01048,"Upadhyay, Mahal and Barad",Chennai,4.1,192,Seller Fulfilled,2021-07-27
SELL01049,Sachar-Bandi,Mumbai,4.5,97,Seller Fulfilled,2021-11-18
SELL01050,"Som, Sura and Badal",Delhi,2.5,253,Seller Fulfilled,2023-06-23
SELL01051,Bose PLC,Hyderabad,3.8,302,Seller Fulfilled,2021-11-11
SELL01052,Desai-Jhaveri,Pune,3.8,488,Seller Fulfilled,2023-04-25
SELL01053,Hans Ltd,Pune,3.9,405,Seller Fulfilled,2021-10-22
SELL01054,Chad LLC,Hyderabad,4.1,147,Seller Fulfilled,2021-05-18
SELL01055,Dhawan-Bala,Surat,3.5,447,Seller Fulfilled,2019-10-07
SELL01056,"Wagle, Solanki and Edwin",Chennai,3.3,142,Seller Fulfilled,2019-08-24
SELL01057,"Tank, Desai and Manne",Surat,3.6,387,Platform Fulfilled,2023-02-25
SELL01058,Sharma and Sons,Chennai,4.3,75,Seller Fulfilled,2022-07-27
SELL01059,Kapoor-Varty,Ahmedabad,3.4,140,Seller Fulfilled,2023-05-04
SELL01060,Om-Sawhney,Delhi,4.4,182,Seller Fulfilled,2020-10-31
SELL01061,"Sundaram, Shenoy and Chowdhury",Chennai,3.0,84,Platform Fulfilled,2023-09-17
SELL01062,Thakur-Swamy,Surat,3.2,367,Platform Fulfilled,2021-07-10
SELL01063,"Dutt, Kuruvilla and Bhardwaj",Ahmedabad,3.1,6,Platform Fulfilled,2023-10-19
SELL01064,Sha-Parekh,Hyderabad,2.5,427,Platform Fulfilled,2021-03-25
SELL01065,Gola-Rau,Pune,2.4,446,Platform Fulfilled,2023-10-11
SELL01066,Chawla LLC,Pune,4.5,367,Seller Fulfilled,2022-10-18
SELL01067,"Samra, Grover and Rege",Surat,4.4,160,Seller Fulfilled,2023-09-07
SELL01068,"Sastry, Dubey and Mand",Bangalore,3.4,439,Platform Fulfilled,2021-11-24
SELL01069,Talwar PLC,Mumbai,3.8,336,Seller Fulfilled,2023-08-07
SELL01070,Mishra LLC,Bangalore,2.3,84,Platform Fulfilled,2021-11-04
SELL01071,Iyengar PLC,Hyderabad,4.4,113,Seller Fulfilled,2023-09-17
SELL01072,Tiwari and Sons,Hyderabad,2.2,297,Platform Fulfilled,2019-08-08
SELL01073,Dubey and Sons,Surat,3.9,141,Seller Fulfilled,2020-07-15
SELL01074,Gokhale-Divan,Pune,3.9,111,Platform Fulfilled,2020-01-17
SELL01075,Chawla Inc,Ahmedabad,3.8,404,Seller Fulfilled,2022-08-17
SELL01076,"Kumer, Varma and Pathak",Ahmedabad,3.3,384,Platform Fulfilled,2023-03-11
SELL01077,"Gupta, Devan and Varma",Bangalore,3.9,11,Platform Fulfilled,2022-11-11
SELL01078,Buch Group,Ahmedabad,3.5,126,Platform Fulfilled,2020-04-05
SELL01079,Krishnamurthy Inc,Mumbai,4.5,74,Seller Fulfilled,2022-06-26
SELL01080,"Bhasin, Vaidya and Salvi",Mumbai,4.3,310,Seller Fulfilled,2021-01-06
SELL01081,Pau and Sons,Delhi,4.8,422,Seller Fulfilled,2021-07-10
SELL01082,Mangat-Mane,Kolkata,3.2,491,Platform Fulfilled,2021-04-25
SELL01083,"Agrawal, Rastogi and Natt",Mumbai,4.1,155,Platform Fulfilled,2022-12-16
SELL01084,Chad-Koshy,Pune,3.6,370,Seller Fulfilled,2021-10-25
SELL01085,Puri and Sons,Mumbai,3.0,498,Seller Fulfilled,2020-06-26
SELL01086,Dhar-Gandhi,Hyderabad,3.1,212,Seller Fulfilled,2020-01-16
SELL01087,Kakar-Swaminathan,Ahmedabad,4.4,270,Seller Fulfilled,2022-11-29
SELL01088,"Seth, Dhaliwal and Char",Delhi,3.4,297,Platform Fulfilled,2020-05-30
