product_id,seller_id,product_name,category,subcategory,price,avg_rating,image_count,base_return_rate
PROD003250,SELL03369,Toys Product Dolorum,Toys,Board Games,680.79,3.8,3,0.14
PROD003251,SELL04221,Home & Kitchen Product Ullam,Home & Kitchen,Furniture,10018.69,5.0,6,0.1
PROD003252,SELL04415,Beauty Product Ut,Beauty,Haircare,3328.93,4.0,9,0.08
PROD003253,SELL03351,Fashion Product Ratione,Fashion,Accessories,6077.93,2.9,9,0.22
PROD003254,SELL01265,Sports Product Impedit,Sports,Yoga,13578.31,2.6,1,0.12
PROD003255,SELL02450,Sports Product A,Sports,Outdoor,14423.59,3.9,4,0.12
PROD003256,SELL02132,Electronics Product Veniam,Electronics,Smartphones,28385.48,3.7,1,0.18
PROD003257,SELL03575,Home & Kitchen Product Facilis,Home & Kitchen,Appliances,5488.73,4.0,8,0.1
PROD003258,SELL00053,Sports Product Rerum,Sports,Team Sports,13329.7,3.5,5,0.12
PROD003259,SELL04647,Electronics Product Doloribus,Electronics,Headphones,93762.67,4.3,5,0.18
PROD003260,SELL03031,Sports Product Ullam,Sports,Yoga,5544.65,4.2,3,0.12
PROD003261,SELL04428,Toys Product Modi,Toys,Educational,1528.12,3.9,2,0.14
PROD003262,SELL03499,Grocery Product Quidem,Grocery,Beverages,234.57,2.8,5,0.02
PROD003263,SELL02687,Home & Kitchen Product Placeat,Home & Kitchen,Furniture,17044.76,4.7,3,0.1
PROD003264,SELL00110,Grocery Product Voluptatibus,Grocery,Staples,275.08,3.3,9,0.02
PROD003265,SELL03135,Home & Kitchen Product Deserunt,Home & Kitchen,Appliances,18687.78,4.1,6,0.1
PROD003266,SELL00824,Electronics Product Eum,Electronics,Cameras,62390.81,4.4,3,0.18
PROD003267,SELL00895,Fashion Product Veritatis,Fashion,Footwear,7704.42,4.3,7,0.22
PROD003268,SELL04843,Electronics Product Minus,Electronics,Cameras,72523.96,4.4,5,0.18
PROD003269,SELL03502,Fashion Product Nobis,Fashion,Womens Clothing,7551.3,3.4,5,0.22
PROD003270,SELL04834,Electronics Product Alias,Electronics,Cameras,50018.58,3.7,5,0.18
PROD003271,SELL02600,Electronics Product Quo,Electronics,Headphones,37530.02,4.0,6,0.18
PROD003272,SELL02789,Toys Product Esse,Toys,Educational,4326.83,4.1,2,0.14
PROD003273,SELL02845,Grocery Product Omnis,Grocery,Beverages,274.6,4.8,3,0.02
PROD003274,SELL00609,Electronics Product Odit,Electronics,Headphones,31135.32,4.2,2,0.18
PROD003275,SELL00906,Fashion Product Neque,Fashion,Footwear,3153.33,3.6,4,0.22
PROD003276,SELL02249,Books Product Molestiae,Books,Comics,386.9,4.6,5,0.03
PROD003277,SELL02130,Toys Product Eaque,Toys,Board Games,2795.21,5.0,6,0.14
PROD003278,SELL03129,Home & Kitchen Product Tenetur,Home & Kitchen,Decor,9638.79,3.5,9,0.1
PROD003279,SELL02956,Electronics Product Illo,Electronics,Cameras,98330.8,3.5,5,0.18
PROD003280,SELL01651,Beauty Product Harum,Beauty,Makeup,4442.12,4.8,4,0.08
PROD003281,SELL02026,Electronics Product Neque,Electronics,Cameras,53951.13,4.0,9,0.18
PROD003282,SELL04675,Toys Product Voluptatem,Toys,Action Figures,754.02,3.5,7,0.14
PROD003283,SELL01574,Toys Product Voluptatum,Toys,Educational,958.42,4.4,9,0.14
PROD003284,SELL03863,Books Product Autem,Books,Academic,107.62,4.1,7,0.03
PROD003285,SELL01108,Grocery Product Ipsa,Grocery,Health Foods,147.46,4.4,7,0.02
PROD003286,SELL03992,Sports Product Quis,Sports,Team Sports,11765.94,4.4,5,0.12
PROD003287,SELL02480,Grocery Product Enim,Grocery,Staples,888.19,4.1,4,0.02
PROD003288,SELL00036,Beauty Product Libero,Beauty,Fragrances,3168.37,4.0,8,0.08
PROD003289,SELL03003,Electronics Product Assumenda,Electronics,Headphones,104249.72,4.0,3,0.18
PROD003290,SELL03461,Electronics Product Dignissimos,Electronics,Laptops,84675.08,5.0,8,0.18
PROD003291,SELL01830,Books Product Deleniti,Books,Fiction,911.61,3.9,2,0.03
PROD003292,SELL01845,Books Product Similique,Books,Fiction,517.06,2.5,3,0.03
PROD003293,SELL00673,Fashion Product Corporis,Fashion,Accessories,2803.23,3.8,6,0.22
PROD003294,SELL04133,Sports Product Quas,Sports,Yoga,1386.56,3.4,8,0.12
PROD003295,SELL02961,Electronics Product Dignissimos,Electronics,Headphones,104098.66,3.7,8,0.18
PROD003296,SELL04915,Home & Kitchen Product Cum,Home & Kitchen,Cookware,21694.9,4.6,4,0.1
PROD003297,SELL00094,Electronics Product Iure,Electronics,Smartphones,78014.48,4.1,4,0.18
PROD003298,SELL00934,Beauty Product Eaque,Beauty,Haircare,4760.46,4.0,4,0.08
PROD003299,SELL03937,Fashion Product Saepe,Fashion,Womens Clothing,3512.42,3.1,4,0.22
PROD003300,SELL04548,Electronics Product Libero,Electronics,Smartphones,62477.1,3.5,3,0.18
PROD003301,SELL01155,Fashion Product Labore,Fashion,Accessories,811.57,3.8,2,0.22
PROD003302,SELL00282,Home & Kitchen Product Sunt,Home & Kitchen,Cookware,11819.76,3.5,9,0.1
PROD003303,SELL03999,Electronics Product Doloremque,Electronics,Smartphones,50456.22,3.7,9,0.18
PROD003304,SELL02359,Beauty Product Earum,Beauty,Skincare,2162.83,4.0,4,0.08
PROD003305,SELL03703,Home & Kitchen Product Velit,Home & Kitchen,Decor,2244.16,3.5,4,0.1
PROD003306,SELL04723,Electronics Product Neque,Electronics,Smartphones,74294.37,4.8,6,0.18
PROD003307,SELL04397,Toys Product Hic,Toys,Board Games,4517.28,4.5,7,0.14
PROD003308,SELL04142,Electronics Product Delectus,Electronics,Tablets,48485.32,4.0,7,0.18
PROD003309,SELL02837,Home & Kitchen Product Incidunt,Home & Kitchen,Furniture,17687.52,4.6,9,0.1
PROD003310,SELL04080,Electronics Product Dicta,Electronics,Smartphones,80573.71,3.2,8,0.18
PROD003311,SELL01663,Fashion Product Repellendus,Fashion,Womens Clothing,359.93,4.5,1,0.22
PROD003312,SELL03978,Electronics Product Et,Electronics,Smartphones,29737.42,4.1,4,0.18
PROD003313,SELL02135,Fashion Product Earum,Fashion,Footwear,754.69,4.0,2,0.22
PROD003314,SELL01906,Fashion Product Error,Fashion,Footwear,728.69,3.6,9,0.22
PROD003315,SELL02591,Fashion Product Sapiente,Fashion,Accessories,946.64,3.3,4,0.22
PROD003316,SELL01972,Home & Kitchen Product Officiis,Home & Kitchen,Cookware,3370.11,3.6,6,0.1
PROD003317,SELL03153,Sports Product Eligendi,Sports,Yoga,2644.45,4.0,1,0.12
PROD003318,SELL04400,Toys Product Aliquam,Toys,Board Games,2604.83,4.1,6,0.14
PROD003319,SELL04375,Fashion Product Unde,Fashion,Mens Clothing,5688.19,3.7,9,0.22
PROD003320,SELL01018,Beauty Product Ad,Beauty,Fragrances,1348.37,3.8,9,0.08
PROD003321,SELL04221,Electronics Product Corporis,Electronics,Tablets,64659.96,4.1,2,0.18
PROD003322,SELL04872,Sports Product Delectus,Sports,Outdoor,12971.83,4.3,9,0.12
PROD003323,SELL02374,Electronics Product Quae,Electronics,Smartphones,81586.75,2.9,9,0.18
PROD003324,SELL00482,Home & Kitchen Product Culpa,Home & Kitchen,Decor,23733.08,4.7,8,0.1
PROD003325,SELL03385,Home & Kitchen Product Recusandae,Home & Kitchen,Furniture,594.98,4.0,5,0.1
PROD003326,SELL02493,Electronics Product Consequuntur,Electronics,Tablets,26031.34,3.2,7,0.18
PROD003327,SELL01007,Beauty Product Est,Beauty,Makeup,3272.05,3.7,4,0.08
PROD003328,SELL01661,Electronics Product Unde,Electronics,Smartphones,61451.65,3.3,1,0.18
PROD003329,SELL02288,Sports Product Aut,Sports,Yoga,2508.83,5.0,2,0.12
PROD003330,SELL00823,Grocery Product Nihil,Grocery,Staples,402.14,3.2,1,0.02
PROD003331,SELL04722,Fashion Product Debitis,Fashion,Womens Clothing,1978.49,4.0,3,0.22
PROD003332,SELL03435,Books Product Eos,Books,Fiction,181.64,3.4,9,0.03
PROD003333,SELL02257,Books Product Ratione,Books,Comics,161.17,4.0,7,0.03
PROD003334,SELL02409,Electronics Product Provident,Electronics,Cameras,7868.29,3.6,5,0.18
PROD003335,SELL03356,Electronics Product Quae,Electronics,Headphones,127183.96,4.1,6,0.18
PROD003336,SELL03672,Home & Kitchen Product Perspiciatis,Home & Kitchen,Decor,19264.58,5.0,5,0.1
PROD003337,SELL04056,Electronics Product Placeat,Electronics,Tablets,139248.3,3.9,9,0.18
PROD003338,SELL00119,Electronics Product Aut,Electronics,Cameras,86748.27,3.9,4,0.18
PROD003339,SELL04814,Fashion Product Necessitatibus,Fashion,Womens Clothing,7882.73,4.0,4,0.22
PROD003340,SELL03854,Toys Product Magni,Toys,Board Games,1431.39,4.8,7,0.14
PROD003341,SELL02931,Electronics Product Quisquam,Electronics,Headphones,32372.79,3.8,6,0.18
PROD003342,SELL03071,Beauty Product Reiciendis,Beauty,Haircare,481.52,3.7,4,0.08
PROD003343,SELL01404,Electronics Product Voluptate,Electronics,Cameras,34317.26,4.2,9,0.18
PROD003344,SELL03436,Fashion Product Autem,Fashion,Womens Clothing,1547.47,3.4,8,0.22
PROD003345,SELL03093,Electronics Product Aliquam,Electronics,Headphones,52849.08,3.6,4,0.18
PROD003346,SELL04676,Toys Product Itaque,Toys,Educational,1775.26,4.8,1,0.14
PROD003347,SELL01380,Electronics Product Sapiente,Electronics,Tablets,71940.43,3.7,1,0.18
PROD003348,SELL04757,Grocery Product Est,Grocery,Health Foods,455.26,5.0,4,0.02
PROD003349,SELL02500,Fashion Product Culpa,Fashion,Mens Clothing,6936.57,4.3,1,0.22
PROD003350,SELL01207,Fashion Product Illo,Fashion,Footwear,5811.47,3.3,3,0.22
PROD003351,SELL02167,Home & Kitchen Product Omnis,Home & Kitchen,Cookware,15689.47,4.6,3,0.1
PROD003352,SELL04279,Toys Product Sequi,Toys,Board Games,4521.29,3.7,3,0.14
PROD003353,SELL04934,Electronics Product Doloremque,Electronics,Laptops,94974.81,4.5,2,0.18
PROD003354,SELL00506,Fashion Product Alias,Fashion,Mens Clothing,4142.89,4.0,5,0.22
PROD003355,SELL01846,Electronics Product Dolores,Electronics,Cameras,102488.23,3.7,3,0.18
PROD003356,SELL02626,Grocery Product Accusamus,Grocery,Snacks,784.96,3.6,2,0.02
PROD003357,SELL04915,Home & Kitchen Product Quo,Home & Kitchen,Furniture,19904.07,3.3,9,0.1
PROD003358,SELL04387,Home & Kitchen Product Repellat,Home & Kitchen,Cookware,24546.36,3.5,3,0.1
PROD003359,SELL01409,Fashion Product At,Fashion,Mens Clothing,2799.15,3.0,3,0.22
PROD003360,SELL02427,Sports Product Possimus,Sports,Outdoor,10544.62,3.2,7,0.12
PROD003361,SELL00773,Fashion Product Mollitia,Fashion,Womens Clothing,2509.44,4.9,9,0.22
PROD003362,SELL01797,Electronics Product Velit,Electronics,Tablets,81023.29,4.5,5,0.18
PROD003363,SELL01553,Fashion Product Nemo,Fashion,Mens Clothing,3939.75,3.9,4,0.22
PROD003364,SELL03191,Books Product Voluptate,Books,Non-Fiction,721.96,4.4,1,0.03
PROD003365,SELL02435,Sports Product Ex,Sports,Yoga,4872.6,3.1,7,0.12
PROD003366,SELL03748,Toys Product Nihil,Toys,Outdoor Toys,603.21,3.3,2,0.14
PROD003367,SELL00708,Home & Kitchen Product Quo,Home & Kitchen,Decor,8600.22,4.1,4,0.1
PROD003368,SELL04774,Home & Kitchen Product Itaque,Home & Kitchen,Decor,17359.39,3.9,6,0.1
PROD003369,SELL02834,Fashion Product Ratione,Fashion,Footwear,1793.56,3.9,1,0.22
PROD003370,SELL04618,Electronics Product Aliquam,Electronics,Cameras,62932.19,3.9,1,0.18
PROD003371,SELL02546,Fashion Product Vitae,Fashion,Accessories,6369.88,4.0,2,0.22
PROD003372,SELL03927,Toys Product Dicta,Toys,Board Games,4552.19,3.8,9,0.14
PROD003373,SELL03238,Grocery Product Cupiditate,Grocery,Snacks,633.25,4.1,8,0.02
PROD003374,SELL01550,Fashion Product Nesciunt,Fashion,Footwear,7554.51,4.6,1,0.22
PROD003375,SELL03932,Electronics Product Id,Electronics,Smartphones,31012.74,4.0,9,0.18
PROD003376,SELL01792,Grocery Product Itaque,Grocery,Health Foods,974.78,3.7,1,0.02
PROD003377,SELL01727,Beauty Product Minus,Beauty,Haircare,3719.49,4.4,1,0.08
PROD003378,SELL02193,Books Product In,Books,Non-Fiction,227.33,5.0,9,0.03
PROD003379,SELL02136,Toys Product In,Toys,Educational,4181.31,3.5,3,0.14
PROD003380,SELL03623,Fashion Product Eius,Fashion,Mens Clothing,3032.85,3.3,8,0.22
PROD003381,SELL02962,Fashion Product Itaque,Fashion,Accessories,4059.55,4.0,1,0.22
PROD003382,SELL03618,Electronics Product Alias,Electronics,Laptops,131485.79,3.7,7,0.18
PROD003383,SELL02518,Beauty Product Dicta,Beauty,Haircare,1719.27,4.5,8,0.08
PROD003384,SELL00699,Electronics Product Quas,Electronics,Cameras,81019.27,3.4,3,0.18
PROD003385,SELL02923,Fashion Product Neque,Fashion,Womens Clothing,7261.47,2.8,6,0.22
PROD003386,SELL01039,Fashion Product Minima,Fashion,Mens Clothing,5936.47,4.1,9,0.22
PROD003387,SELL03432,Beauty Product Pariatur,Beauty,Haircare,3623.62,4.7,1,0.08
PROD003388,SELL00930,Home & Kitchen Product Facilis,Home & Kitchen,Furniture,1400.95,3.5,3,0.1
PROD003389,SELL04822,Grocery Product Fugit,Grocery,Staples,155.75,4.5,1,0.02
PROD003390,SELL03853,Fashion Product Quas,Fashion,Accessories,6050.45,3.7,8,0.22
PROD003391,SELL04663,Fashion Product Iste,Fashion,Footwear,7304.17,3.7,2,0.22
PROD003392,SELL00300,Electronics Product Nihil,Electronics,Laptops,135159.14,4.6,6,0.18
PROD003393,SELL01716,Home & Kitchen Product Laborum,Home & Kitchen,Cookware,5190.11,3.8,3,0.1
PROD003394,SELL02390,Beauty Product Doloremque,Beauty,Makeup,2829.33,2.6,2,0.08
PROD003395,SELL00157,Fashion Product Praesentium,Fashion,Footwear,2836.95,4.2,5,0.22
PROD003396,SELL00871,Electronics Product Fugiat,Electronics,Tablets,78139.29,3.5,1,0.18
PROD003397,SELL00187,Fashion Product Facere,Fashion,Footwear,3296.3,3.8,5,0.22
PROD003398,SELL00740,Fashion Product Accusantium,Fashion,Accessories,7105.04,4.3,6,0.22
PROD003399,SELL04512,Home & Kitchen Product Soluta,Home & Kitchen,Furniture,14758.86,4.0,4,0.1
PROD003400,SELL02576,Sports Product Sit,Sports,Fitness,1239.65,3.7,1,0.12
PROD003401,SELL02584,Beauty Product Voluptate,Beauty,Haircare,4390.36,3.2,9,0.08
PROD003402,SELL02643,Electronics Product Commodi,Electronics,Cameras,53725.44,3.5,8,0.18
PROD003403,SELL03434,Sports Product Molestias,Sports,Team Sports,7543.88,3.4,6,0.12
PROD003404,SELL00504,Electronics Product Sapiente,Electronics,Laptops,8759.36,4.5,6,0.18
PROD003405,SELL03221,Toys Product Quisquam,Toys,Action Figures,1212.55,4.2,8,0.14
PROD003406,SELL03561,Sports Product Facilis,Sports,Yoga,1700.07,4.2,5,0.12
PROD003407,SELL00012,Books Product Corporis,Books,Non-Fiction,866.83,4.3,9,0.03
PROD003408,SELL03019,Beauty Product Numquam,Beauty,Fragrances,3887.99,5.0,1,0.08
PROD003409,SELL00429,Fashion Product Perspiciatis,Fashion,Accessories,2963.22,2.7,5,0.22
PROD003410,SELL02642,Home & Kitchen Product Ut,Home & Kitchen,Furniture,8971.4,4.5,3,0.1
PROD003411,SELL03189,Fashion Product Perspiciatis,Fashion,Mens Clothing,2338.32,4.5,5,0.22
PROD003412,SELL01179,Home & Kitchen Product Doloremque,Home & Kitchen,Cookware,532.45,3.7,6,0.1
PROD003413,SELL03891,Electronics Product Dolorem,Electronics,Cameras,53398.25,4.6,7,0.18
PROD003414,SELL03346,Electronics Product Molestiae,Electronics,Headphones,95413.38,4.3,8,0.18
PROD003415,SELL03734,Books Product Saepe,Books,Fiction,608.26,4.5,5,0.03
PROD003416,SELL03906,Toys Product Nesciunt,Toys,Educational,4537.27,3.8,5,0.14
PROD003417,SELL04215,Toys Product Voluptates,Toys,Action Figures,1163.31,4.4,5,0.14
PROD003418,SELL02183,Sports Product Modi,Sports,Fitness,4078.78,3.3,9,0.12
PROD003419,SELL00001,Sports Product Vitae,Sports,Yoga,711.24,3.9,3,0.12
PROD003420,SELL01559,Fashion Product Possimus,Fashion,Mens Clothing,6857.03,4.4,7,0.22
PROD003421,SELL01396,Electronics Product Autem,Electronics,Laptops,69978.51,3.7,8,0.18
PROD003422,SELL01811,Beauty Product Nemo,Beauty,Makeup,2408.77,4.7,7,0.08
PROD003423,SELL02314,Beauty Product Rem,Beauty,Haircare,2597.02,3.9,9,0.08
PROD003424,SELL04094,Home & Kitchen Product Ducimus,Home & Kitchen,Appliances,24673.43,4.4,1,0.1
PROD003425,SELL01579,Electronics Product Neque,Electronics,Smartphones,23608.65,3.7,5,0.18
PROD003426,SELL01774,Beauty Product Fugiat,Beauty,Haircare,4161.57,4.2,8,0.08
PROD003427,SELL01118,Fashion Product Iure,Fashion,Accessories,990.15,2.9,3,0.22
PROD003428,SELL00982,Fashion Product Dolores,Fashion,Womens Clothing,7937.16,3.2,6,0.22
PROD003429,SELL02683,Beauty Product Recusandae,Beauty,Fragrances,2730.1,3.5,6,0.08
PROD003430,SELL02451,Sports Product Beatae,Sports,Team Sports,4097.95,4.4,2,0.12
PROD003431,SELL01352,Beauty Product Explicabo,Beauty,Fragrances,1325.41,3.3,4,0.08
PROD003432,SELL00375,Books Product Corrupti,Books,Academic,839.27,3.6,3,0.03
PROD003433,SELL02382,Home & Kitchen Product Reprehenderit,Home & Kitchen,Appliances,12192.61,4.3,3,0.1
PROD003434,SELL01830,Grocery Product Itaque,Grocery,Snacks,156.12,4.1,4,0.02
PROD003435,SELL03488,Home & Kitchen Product Corporis,Home & Kitchen,Cookware,11033.0,4.4,9,0.1
PROD003436,SELL00308,Beauty Product At,Beauty,Skincare,3051.65,3.8,5,0.08
PROD003437,SELL02138,Sports Product Eius,Sports,Fitness,7932.78,2.9,9,0.12
PROD003438,SELL02575,Electronics Product Sit,Electronics,Laptops,143002.44,4.9,3,0.18
PROD003439,SELL00617,Grocery Product Perspiciatis,Grocery,Beverages,575.27,3.7,3,0.02
PROD003440,SELL02584,Toys Product Vitae,Toys,Educational,2148.58,3.8,4,0.14
PROD003441,SELL04216,Home & Kitchen Product Atque,Home & Kitchen,Appliances,20743.02,3.9,5,0.1
PROD003442,SELL00954,Toys Product Repellendus,Toys,Outdoor Toys,4051.44,4.0,3,0.14
PROD003443,SELL03560,Fashion Product Pariatur,Fashion,Mens Clothing,3912.36,3.0,5,0.22
PROD003444,SELL00978,Books Product Quam,Books,Fiction,296.67,4.0,7,0.03
PROD003445,SELL04711,Fashion Product Dolor,Fashion,Accessories,1377.79,3.9,5,0.22
PROD003446,SELL01273,Sports Product Maiores,Sports,Outdoor,876.25,4.5,7,0.12
PROD003447,SELL01143,Fashion Product Asperiores,Fashion,Accessories,1841.92,3.8,1,0.22
PROD003448,SELL03048,Electronics Product Nam,Electronics,Tablets,50902.07,3.4,4,0.18
PROD003449,SELL03219,Electronics Product Voluptatem,Electronics,Tablets,54358.35,3.2,9,0.18
PROD003450,SELL03361,Toys Product Iusto,Toys,Outdoor Toys,3708.88,2.9,6,0.14
PROD003451,SELL01511,Electronics Product Minima,Electronics,Headphones,103264.49,3.1,5,0.18
PROD003452,SELL00006,Electronics Product Voluptatibus,Electronics,Headphones,62156.41,3.5,8,0.18
PROD003453,SELL01566,Electronics Product Nostrum,Electronics,Laptops,21288.08,3.5,5,0.18
PROD003454,SELL02306,Fashion Product Distinctio,Fashion,Womens Clothing,2147.71,4.1,3,0.22
PROD003455,SELL00692,Toys Product Iure,Toys,Educational,3483.49,3.5,2,0.14
PROD003456,SELL04259,Fashion Product Quo,Fashion,Footwear,4809.76,4.5,9,0.22
PROD003457,SELL01394,Fashion Product Officiis,Fashion,Accessories,5466.83,3.8,3,0.22
PROD003458,SELL03684,Grocery Product Nesciunt,Grocery,Snacks,394.79,2.9,1,0.02
PROD003459,SELL01467,Fashion Product Quae,Fashion,Womens Clothing,998.04,3.9,8,0.22
PROD003460,SELL00982,Sports Product Mollitia,Sports,Fitness,4983.07,3.5,9,0.12
PROD003461,SELL02752,Electronics Product Laborum,Electronics,Tablets,17741.93,3.9,7,0.18
PROD003462,SELL04230,Sports Product Eos,Sports,Yoga,3281.28,4.1,7,0.12
PROD003463,SELL02206,Electronics Product Sint,Electronics,Cameras,35444.74,3.3,1,0.18
PROD003464,SELL00990,Grocery Product Voluptatem,Grocery,Snacks,859.43,3.8,2,0.02
PROD003465,SELL02828,Fashion Product Sint,Fashion,Footwear,4330.71,3.5,8,0.22
PROD003466,SELL00491,Home & Kitchen Product Blanditiis,Home & Kitchen,Decor,18365.04,4.4,9,0.1
PROD003467,SELL00717,Fashion Product Eius,Fashion,Mens Clothing,1507.41,5.0,6,0.22
PROD003468,SELL00463,Electronics Product Inventore,Electronics,Tablets,62342.15,3.5,7,0.18
PROD003469,SELL03648,Toys Product Sunt,Toys,Action Figures,3965.0,3.8,8,0.14
PROD003470,SELL03636,Books Product Exercitationem,Books,Academic,454.46,4.1,5,0.03
PROD003471,SELL03212,Beauty Product Labore,Beauty,Haircare,3074.6,4.6,3,0.08
PROD003472,SELL02391,Fashion Product Corrupti,Fashion,Accessories,1008.72,3.3,8,0.22
PROD003473,SELL01084,Toys Product Ipsum,Toys,Action Figures,4164.21,4.2,3,0.14
PROD003474,SELL00928,Beauty Product Incidunt,Beauty,Makeup,3844.61,5.0,5,0.08
PROD003475,SELL01624,Sports Product Asperiores,Sports,Fitness,6009.16,4.6,2,0.12
PROD003476,SELL02050,Fashion Product Alias,Fashion,Mens Clothing,7843.96,2.7,8,0.22
PROD003477,SELL03844,Home & Kitchen Product Nam,Home & Kitchen,Appliances,11241.08,4.4,2,0.1
PROD003478,SELL01196,Home & Kitchen Product Veniam,Home & Kitchen,Furniture,15431.58,3.9,7,0.1
PROD003479,SELL02378,Electronics Product Eveniet,Electronics,Cameras,79265.18,4.2,2,0.18
PROD003480,SELL02743,Sports Product Amet,Sports,Fitness,4414.43,3.8,3,0.12
PROD003481,SELL02281,Electronics Product Magni,Electronics,Tablets,69916.42,3.8,7,0.18
PROD003482,SELL04856,Fashion Product Distinctio,Fashion,Womens Clothing,4164.68,5.0,3,0.22
PROD003483,SELL00817,Books Product Reiciendis,Books,Academic,438.92,4.4,9,0.03
PROD003484,SELL01807,Beauty Product Accusamus,Beauty,Fragrances,1618.71,4.3,2,0.08
PROD003485,SELL01175,Electronics Product Iure,Electronics,Cameras,112177.28,2.7,9,0.18
PROD003486,SELL02719,Electronics Product Libero,Electronics,Smartphones,27844.4,4.1,7,0.18
PROD003487,SELL02151,Books Product Asperiores,Books,Non-Fiction,743.46,3.2,6,0.03
PROD003488,SELL02487,Home & Kitchen Product Mollitia,Home & Kitchen,Cookware,22509.81,4.0,4,0.1
PROD003489,SELL01391,Books Product Saepe,Books,Fiction,889.0,3.9,8,0.03
PROD003490,SELL00023,Books Product Qui,Books,Non-Fiction,454.74,4.1,6,0.03
PROD003491,SELL01426,Grocery Product Assumenda,Grocery,Staples,257.63,2.7,1,0.02
PROD003492,SELL03169,Books Product Numquam,Books,Comics,873.03,3.9,8,0.03
PROD003493,SELL04258,Home & Kitchen Product Iusto,Home & Kitchen,Decor,11493.12,3.1,6,0.1
PROD003494,SELL00954,Books Product Perspiciatis,Books,Comics,401.34,3.6,2,0.03
PROD003495,SELL03066,Books Product Sapiente,Books,Non-Fiction,909.03,3.8,8,0.03
PROD003496,SELL03772,Fashion Product Reiciendis,Fashion,Footwear,1182.98,3.9,7,0.22
PROD003497,SELL04844,Grocery Product Sequi,Grocery,Snacks,223.83,3.5,4,0.02
PROD003498,SELL03002,Grocery Product Excepturi,Grocery,Beverages,476.66,3.3,2,0.02
PROD003499,SELL04355,Electronics Product Harum,Electronics,Tablets,69096.22,3.7,9,0.18
PROD003500,SELL02612,Beauty Product Cupiditate,Beauty,Haircare,856.74,3.5,1,0.08
PROD003501,SELL00972,Toys Product Id,Toys,Action Figures,1586.87,3.4,7,0.14
PROD003502,SELL01349,Fashion Product Quisquam,Fashion,Footwear,3129.58,4.5,6,0.22
PROD003503,SELL04164,Fashion Product Dolorem,Fashion,Footwear,5900.11,4.5,6,0.22
PROD003504,SELL03103,Electronics Product Laudantium,Electronics,Cameras,148522.08,5.0,4,0.18
PROD003505,SELL03986,Electronics Product Ab,Electronics,Headphones,143530.37,3.9,6,0.18
PROD003506,SELL01516,Electronics Product Perferendis,Electronics,Smartphones,101967.48,3.7,6,0.18
PROD003507,SELL02773,Sports Product Ipsa,Sports,Yoga,4733.65,2.6,1,0.12
PROD003508,SELL01418,Home & Kitchen Product Cumque,Home & Kitchen,Appliances,14084.46,4.6,9,0.1
PROD003509,SELL04027,Books Product Architecto,Books,Academic,473.21,3.7,9,0.03
PROD003510,SELL00338,Fashion Product Similique,Fashion,Womens Clothing,388.64,3.2,5,0.22
PROD003511,SELL04208,Sports Product Optio,Sports,Yoga,5165.79,4.6,1,0.12
PROD003512,SELL03919,Electronics Product Iusto,Electronics,Smartphones,59082.28,4.1,7,0.18
PROD003513,SELL01098,Electronics Product Quae,Electronics,Laptops,30570.11,3.8,2,0.18
PROD003514,SELL03178,Toys Product Laboriosam,Toys,Action Figures,348.25,3.6,6,0.14
PROD003515,SELL00183,Fashion Product Deleniti,Fashion,Womens Clothing,3766.15,3.1,3,0.22
PROD003516,SELL00583,Fashion Product Porro,Fashion,Mens Clothing,346.35,3.3,3,0.22
PROD003517,SELL04050,Home & Kitchen Product Similique,Home & Kitchen,Cookware,22273.71,4.1,4,0.1
PROD003518,SELL00771,Home & Kitchen Product Nesciunt,Home & Kitchen,Decor,3239.39,4.8,5,0.1
PROD003519,SELL00678,Fashion Product Neque,Fashion,Womens Clothing,5844.66,4.9,8,0.22
PROD003520,SELL00927,Electronics Product Non,Electronics,Cameras,81462.86,4.2,4,0.18
PROD003521,SELL04700,Fashion Product Reprehenderit,Fashion,Mens Clothing,7022.68,2.7,8,0.22
PROD003522,SELL02438,Fashion Product Beatae,Fashion,Womens Clothing,2430.07,4.8,3,0.22
PROD003523,SELL03791,Beauty Product Ratione,Beauty,Skincare,4163.66,3.7,2,0.08
PROD003524,SELL01867,Grocery Product Beatae,Grocery,Staples,942.47,4.3,8,0.02
PROD003525,SELL02933,Sports Product Ab,Sports,Yoga,5218.73,3.2,1,0.12
PROD003526,SELL01053,Sports Product Facilis,Sports,Team Sports,772.4,5.0,9,0.12
PROD003527,SELL02077,Toys Product Delectus,Toys,Board Games,4265.52,3.5,8,0.14
PROD003528,SELL02427,Electronics Product Earum,Electronics,Laptops,37817.66,3.7,9,0.18
PROD003529,SELL00284,Home & Kitchen Product Unde,Home & Kitchen,Cookware,12572.04,4.1,3,0.1
PROD003530,SELL01127,Electronics Product Mollitia,Electronics,Cameras,87167.41,2.8,2,0.18
PROD003531,SELL04469,Home & Kitchen Product Tempora,Home & Kitchen,Appliances,18707.49,4.1,6,0.1
PROD003532,SELL04092,Fashion Product Dicta,Fashion,Mens Clothing,3590.32,3.9,3,0.22
PROD003533,SELL04944,Electronics Product Doloribus,Electronics,Headphones,106795.02,4.2,3,0.18
PROD003534,SELL00723,Toys Product Molestias,Toys,Board Games,3068.2,4.4,1,0.14
PROD003535,SELL04832,Electronics Product Ex,Electronics,Cameras,49063.11,5.0,6,0.18
PROD003536,SELL04516,Grocery Product Rem,Grocery,Snacks,446.69,2.8,7,0.02
